MENU_NAME,DATA,Category
닭고기시금치양파죽,치즈  계란 흰자  우유  게의 알러지 반응을 일으키는 아가를 위한 이유식입니다.  쌀은 기를 돋구어 주며 비장과 위를 튼튼하게 합니다. 또한 쌀에 들어있는 탄수화물은 소화 흡수율이 98%에 달해 다른 곡물에 비해 소화가 잘된다는 장점이 있습니다. 시금치는 비타민A가 채소 중에서 가장 많고 비타민C와 칼슘  철분이 풍부한 알카리성 식품입니다. 또한 풍부한 섬유소질을 함유하고 있어 변비에 좋고  Fe 엽산은 빈혈을 예방하는 데에 효과적입니다. 양파는 수분이 전체의 90%를 차지하지만 단백질  탄수화물  비타민 C  칼슘  인  철 등의 영양소가 다량 함유되어 있습니다. 양파는 천연 피로회복제라고 할 만큼 좋은 식재료로 몸속 유독 물질 해독 기능이 있고 면역력을 높이며 살균력이 강해서 몸속 세균을 줄여주는 역할을 합니다. 또한 효능이 너무 많아 남녀노소 아이어른 할 것 없이 모두에게 좋은 식재료입니다.,이유식
밤홍시율무죽,가을 제철 원재료를 활용한 이유식입니다.  중기 이유식으로 7개월 부터 섭취 가능합니다.  (7개월 이후부터 섭취가능한 원재료로만 레시피를 제작했습니다)  *이 이유식에는 알레르기를 유발하는 22가지 원재료가 함유되지 않아 식품 알레르기나 아토피가 있는 아이들도 안심하고 먹을 수 있습니다.  -난류  우유  메밀  땅콩  대두  밀  고등어  게  새우  돼지고기  복숭아  토마토  아황산류  호두  닭고기  쇠고기  오징어  조개류(굴  전복  홍합 포함)  잣  *밤 밤은 탄수화물뿐만 아니라  베타카로틴(β-carotene)과 비타민 C 등의 항산화 비타민 및 무기질 함량이 높으며  발린(valine)  루신(leucine)  이소루신(isoleucine)  페닐알라닌(phenylalanine) 등 필수아미노산 함량도 높으며  총 식이섬유 함량이 2.0∼ 4.7%로 높아 식이섬유의 우수한 급원이 되며(Kim et al.  2005; Seo et al.  2009)  밤의 내피와 과육에는 쿠마린(coumarin)  갈릭산(gallic acid)  카테킨 (catechin) 등의 항산화물질을 다량 함유하고 있다(Barreira et al.  2008; Lee et al.  2008). 또한 밤은 위암 세포주에서 세포증식을 억제하고  세포사멸을 촉진하는 효과가 있음이 보고되었으며(Lee et al.  2011)  섭취 시 혈중 중성지방과 총 지질이 감소하고  항혈전능이 향상되는 것으로 나타났다  출처: Kim  J. H.  Park  J. H.  Park  S. D.  Kim  J. K.  Kang  W. W.  & Moon  K. D. (2002). Effect of addition of various mesh sifted powders from safflower seed on quality characteristic of yanggeng. Korean J Food Preserv  9  309-314.  *홍시  감은 비타민 C와 A가 풍부해 특히 일교차가 심한 환절기의 감기 예방에 좋을 뿐만 아니라 전염병 예방과 눈의 생리적 활동에도 유용하게 쓰인다. 한 개의 감이면 일상생활에 필요한 비타민 A와 C의 하루 섭취량으로 충분하며 감은 다른 과일에 비해 단백질과 지방  탄수화물  회분  인산과 철분 등이 많음  출처: 정지영  김광호  신동주  손규목(2002). 단감가루 첨가함량을 달리한 식빵의 품질 특성.『한국식품영양과학회지』31(5): 738~742  *율무 다른 곡류에 비해 단백질과 지질함량이 높고(2 3)  탄수화물 중 당질의 함량은 낮고 섬유소의 함량은 높은 것으로 알려져 있으며  칼슘  철분  비타민 B1  비타민 B2 등을 다량 함유하고 있어서 영양적으로 우수함. 또한 율무는 영양학적으로 혈장 콜레스테롤 및 중성지방 함량을 저하시키고 조직과 혈장간의 콜레스테롤 재분배를 담당하는 HDL-콜레스테롤 함량을 증가시켜 전체적인 지질대사에 관여한다고 보고됨 출처: 2. Jung YJ  Kim JK  Youn KS. 2006. Effect of roasting temperature on phycochemical properties of job's tears (Coix lachry jobi L. var ma-yeun) powder and extracts. Korean J Food P reserv 13: 477-482. 3. Chae KY. 2009. Quality characteristics of glutinous rice Dasik by the addition of Job's tears flour. Korean J Food Cookery Sci 25: 1-6  ,이유식
이유식, 알레르기 반응이 있는 우유 대신 분유(모유)를 사용해  분유물과 단백질  철분이 풍부한 서리태를 갈은 것을 베이스로 하여 아이들이 먹기 좋은 식감으로 바꾸고 콩의 특유 향을 가려주기 위해 성장에 중요한 칼슘이 있는 치즈를 이용하였습니다. 그리고 소화를 촉진시키는 양파   생체 기능을 유지하는 필수아미노산이 풍부한 닭 가슴살 넣어 식재료의 식감을 느낄 수 있으며   서리태의 단맛과 고소함 때문에 아이들이 콩에 대해 꺼려하지 않고 잘 먹을 수 있는 이유식 입니다.   - 서리태 효능  서리태는 다른 콩들에 비해 당도가 있고 고소하며 아미노산인 라이신이 풍부해 어린이 발육에 도움을 줍니다. 그리고 안토시아닌 성분이 들어 있어 시력 향상과 항산화 작용에 도움이 되며 두뇌활동에도 좋기 때문에 어린아이들에게 좋은 식품입니다.   ,이유식
밀푀유나베,손님 초대요리 제부터인가 밀푀유나베가 엄청 인기가 있어졌죠. 쉽고  예쁘고 푸짐하고 건강하고 아이 어른 누구나 먹기 쉬운 밀푀유 나베입니다. ,이유식
이유식,후기 이유식 입니다. 우리 농산물 찰수수를 섞어 고소~~하고  아욱과 새우의 균형잡힌 영양까지 콜라보레이션! * 새우알러지를 꼭 사전에 확인하시고 만들어주세요!,이유식
이유식,각종채소와 강황을더해 건강한 이유식을 만들어봤어요 강황은 아토피 면연력 비염등 많은부분에서 이로운 향신료라 사용해 보았습니다. 개인블로그에도 레시피를 업데이트 중이에요 시간되실때 한번씩 방문해 주시면 정말정말 감사할께요!!. https://blog.naver.com/smh3529,이유식
이유식,아이가 치즈가 들어간 리조또와 그라탱을 좋아하는데  치즈 대신에 콩과 두부로 만든 크림소스를 활용하면   아이가 맛있게 먹을 수 있는 단백질 풍부한 이유식이 될 수 있을것 같아서  만들게 되었습니다.,이유식
이유식,5대 영양소를 골고루 섭취할 수 있는 이유식입니다 아기 키우기도 힘든데 이유식 만드는게 복잡하면 해줄수가 없잖아요.제가 아기 키울때 늘 하던 밥솥이유식을 소개합니다  후기에는 도깨비방망이 안하고 먹이시면 됩니다~ ,이유식
이유식,부드러운 쌀과 함께 장에 좋고 식감이 좋은 율무를 더한 곡류에 채소와 바지락을 넣은 이유식입니다. 여러가지 잎채소류도 좋지만 비름나물은 위에 대장에 좋고 비타민이 풍부하며 해독작용에도 좋은 식품으로 알려져있죠. 자투리 채소로 만든 채소육수와 다양한 채소  곡류가 어울려 맛과 식감이 풍부한 이유식입니다.,이유식
이유식,★ 1단계- 완성요리를 보면서 눈으로도 먹을수 있게 표현했습니다 ★ 2단계 - 아이들이 손에 들고 쉽게 먹을수 있도록 구성했습니다 ★ 3단계- 한 그릇안에 모든 영양소 섭취를 할수 있도록 만들었습니다 ★ 4단계 - 쉽게 만들수 있고 마트에서 쉽게 찾을수 있는 재료 입니다 ★ 5단계 - 쌀눈이 있는 쌀밥에 우리농산물를 재철에 맞게 응용할수 있습니다 ,이유식
이유식,부드럽고 소화가 잘되는 쌀에 영양을 식물성 단백질인 콩과 고소한 견과류인 잣  쌀눈까지 넣어 만든 부드러운 죽타입의 이유식입니다. 재미를 위해 아이들이 좋아하는 율무칩을 솔솔 뿌려서 먹게 해주시면 더 맛있게 먹을 수 있어요.^^,이유식
이유식,우리 농산물 밤호박과 대추로 달짝한 단맛과 쌀의 부드러움이 있는 이유식입니다. 그냥 먹어도 맛있지만 쌀눈이 들어있는 미니새알심이 있어서 아기들이 더 재미잇게 먹으면서 쌀의 영양을 듬뿍 맛볼 수 있어요.,이유식
이유식,변비와 구토가 잦은 둘째아이덕분에 만들게 된이유식입니다 수수는 따뜻한성질과 페놀과 타닌함유 변비외지혈 항암에 좋읍니다 밤은 단맛이 나며 위장장애와 성장기 어린이에게좋읍니다 대추 무화과역시 내장기관을 편하게하는 재료입니다,이유식
이유식,변비와 감기달고사는아기에게 좋은이유식을 생각하던중 만들게 되었읍니다 기장은 폴리페놀과 양질의단백질풍부한식이섬유로변비와 뼈건강 영양공급에 좋다고합니다 문어또한타우린과DHA와 EPA가풍부해 두되발달에 좋으며 해초류또한 미네랄과 칼륨등 중금속배출과 대사작용을활발이 한다고합니다,이유식
이유식,아이가 유난히 잔병치레를하고 잘먹지도 않고 단것만 좋아하고 구토와 변비가 심했어요 닭가슴살과 대추 부추넣어 먹이기 시작하고 잘먹기도 하지만구토증상도 거의 사라졌어요 위와 빈혈 변비에도 좋은 부추와대추적절한단백질이 소화나변비에 체력증진에 도움이 된것같아요,이유식
이유식,아이가 빈약하고 감기가 너무 많이 걸려서먹이기 시작했어요 기폐건강에 좋은 파래와 굴이 아이에게 많이도움이 됩니다,이유식
이유식,밥잘안먹는아이 간식겸 든든한 이유식 하던중에 떡국떡이 있어서 하게된이유기 식사대용 이유식입니다 ,이유식
이유식,또래에비해 체중도 미달이고 키도작은아이 고기를 싫어해 생선으로 만들게 되었읍니다 동태살-두뇌발달과 단백질 부추-지혈 나트륨배출 몸을따뜻하게 면역력증강에 좋읍니다,이유식
밥버거,밥버거만들기 아이반찬 유아반찬  4살반찬 3살반찬 주말밥상 주말엔 역시 간편한게 최고인듯해요 어린이집에서 점심먹고 오는게 얼마나 감사한지 주말되면 느껴집니다 아침먹고 치우고나면 또밥먹는게 일상 집에있으면 주말에는 밥만 먹는것같아요.,이유식
갈치감자조림,갈치 감자조림  머쉬마로우 버섯 구이  닭 가슴살 미역국  닭 가슴살 요리  아이 반찬  유아 반찬  4살 식단  3살 식단  유아 식판식입니다. 오늘은 닭 가슴살을 이용하여 미역국도 끓였습니다. 보통 들깨는 생들깨를 갈아서 사용하였는데 볶음 들깨가루 말고 생들깨가루도 나오길래 구입해보았는데  편하긴 하네요. 그리고 오늘 누가 물으시더라고요. 음식은 언제 하는지요. 하고 물으시더라고요. 그전까지는 저녁에 만들어서 2끼 식사량을 만들어서 전날 저녁  아침을 먹었어요.,이유식
조기구이,노릇노릇 구운 조기는 언제나 먹어도 맛있죠 조기구이는 간을 해서 구워도 맛있고 굴비도 맛있지만 오늘은 조기간장양념 구이를 소개 합니다 심심하게 하면 아이들에게 많이 먹일수 있습니다 굴비보다 야들야들 하며 또다른 맛을 느껴 보세요^^,이유식
숙주나물,육전 만들기  숙주나물 무침  두부 강된장  아이 반찬  유아 반찬  4살 식단  3살 식단  소고기 요리  유아식 식단입니다. 지인분이 아이들 육전 해줬는데 잘 먹는다고 하더라고요. 한 번도 안 해본 육전  밀가루 대신  찹쌀가루를 이용하였고  쉬운데  시간이 조금 걸리네요. 불고기용으로 했는데 생각보다 부드러웠습니다.,이유식
이유식,중기이유식 시작한지 오늘이 6주차입니다~ 쌀이 작아도 문제.. 커도문제.. 후기이유식으로 가야하는지 고민하다 진밥으로 이유식을 만들어 주었더니 너무잘먹네요~~싹싹쓸이 양파가 익으면 달고 바나나도 달으니 더잘먹는듯해요!,이유식
사과무깍두기,얼마 전  깍두기 볶음밥을 준 적이 있는데  첫째가 자기도 깍두기 좋아하는데 맵다고 하더라고요. 예전에는 색감을 위해서 파프리카를 넣어서 깍두기를 만들었는데  이제는 색이 진하면 맵다고 느끼는 첫째  그래서 그냥 고춧가루만 살짝 넣고 깍두기 만들었습니다. 어제 만들어야지 하다가  잘라놓기만 하고 오늘 만들게 되었네요. 제철 사과와 함께 만들어서 더 더 맛있었어요. 오늘 아침에 먹었는데  어때 했더니 맛있다고 하더라고요. 요즘 무도 맛있고 사과도 맛있는 시기죠. 두 가지 함께 이용하여서  아이 반찬으로 깍두기 만들면 좋을 것 같아요.,이유식
훈제오리볶음,훈제오리볶음  연근조림  멸치볶음  해물 미역국  아이 반찬  유아 반찬  유아식 식단입니다. 오늘은 저희 아이들이 좋아하는 식재료로만 조합을 맞추었어요. 새우 팽이버섯볶음을 하려고 하다가  그냥 새우와 조갯살로 미역국을 끓이고  팽이는 훈제오리와 볶았습니다. 훈제오리는  싸먹는 훈제 오리라서 껍질을 제거하지 않아도 되고 간편하게 먹을 수 있어서 좋아요. 음식 만들다 보니  시간이 좀 있어서 멸치도 볶았어요. 5구 식판 모처럼 꺼내서 음식 담았더니 확실히 푸짐해 보이긴 합니다.,이유식
고구마튀김,고구마튀김  돼지고기장조림  아이 반찬  유아 반찬  4살 식단  3살 식단  돼지고기 앞다리 요리  오븐요리  고구마 요리입니다. 시댁에서 돼지고 기 앞다리 삶은 걸 주셨어요. 최대한 빨리 사용하려고  생각보다 양이 많아서 찢어서 장조림을 만들었습니다. 어제저녁에 만들었었는데  이제 포스팅을 합니다. 첫째  둘째가 컨디션이 안 좋았었거든요. 옆집 꼬맹이가 놀러 왔는데  꼬맹이가 잘 먹더라고요. 저희 집 어제저녁은 떡도 먹고 해서 잘 안 먹었는데  오늘 아침에 주었더니 그럭저럭 잘 먹었습니다.,이유식
장조림볶음밥,돼지 전지 장조림 볶음밥  아이 반찬  유아 반찬 입니다. 돼지고기장조림은 전날 삶은 전지를 찢어서 만들었어요.,이유식
홍합탕,홍합을 사서 홍합탕을 끓였습니다. 저는 홍합을 사면  한 번은 홍합탕 끓이고  그 국물로 그날 저녁은 미역국을 끓여줘요. 두 가 지국을 즐길 수 있으니 편해서요. 내일도 역시 아침은 미역국일듯합니다. 홍합이 아직은 살이 덜올라서 크진 않았습니다. 그래도 조개 조 개라며 아이들 잘 먹었습니다.,이유식
우엉조림,우엉조림  가자미 구이  얼갈이 나물  들깨 미역국  아이 반찬  들깨 요리  유아 반찬  유아식 식단  4살 식단  3살 식단 역시 겨울이 되면 뿌리채소 우엉도 맛있어지죠.,이유식
갈치구이,,이유식
배보관,이렇게 보관하고서 깜박하고 6개월 뒤에 발견했는데요. 하나도 안 썩고 맛있는 배를 먹게 되었네요. ,이유식
김자반,김자반 만들기  김 요리  카레 닭구이  사과 깍두기  아이 반찬  유아 반찬  4살 식단  3살 식단. 유아식 식단입니다 얼마 전  도시락김으로 김자반을 만들었었는데  오늘은 생김을 찢어서 만들었더니 너무 맛있네요. 겨울철 제철 맞은 생김을 이용하여 만들어보세요.,이유식
고추잡채,땅콩조림  고추잡채  계란밥  유아 반찬  아이 반찬  유아식 식단  유아 식판식  4살 식단  3살 식단입니다. 파프리카  양파  당근  돈채를 이용하여 동그랑땡을 만들려고 했는데  두부가 분명 있다고 생각했었는데 없더라고요. 그래서 어차피 늦게 일어나기도 했고  고추잡채를 만들었습니다. 꽃빵은 없지만  김에 싸주었더니 곧잘 먹었습니다.,이유식
시금치된장국,고구마구이   등뼈찜 시금치된장국 아이반찬 유아반찬 4살식단 3살식단 유아식식단  돼지등뼈요리 고구마요리입니다. 요즘 맛있는 시금치죠.포항초나 남해초도 나오긴 하지만 가격이 좀 차이나길래 일반시금치를 이용하여 된장국을 끓였어요. 저희아이들에게 대부분의 국은 야채를 조금이라도 먹는방법의 한 종류이다 보니  시금치로 된장국끓여도 잘먹었습니다.,이유식
감자탕, 감자요리 등뼈요리 시간은 많이 걸리지만  막상  삶아 놓은 등뼈만 있으면  어렵지 않고  고기  야채를 한꺼번에 골고루 먹일 수 있는 좋은 음식이 감자탕이 아닐까 싶어요. 어제는 등뼈 한 대 사 와서  등뼈 찜을 만들고  반은 오늘 감자탕을 끓였습니다. 등뼈 찜은 참고하여주세요.,이유식
유아식, 제가 계획한 주 콘텐츠가 아이 이유식과 유아식이었는데요..  인기가 제일 없어 정말 오랜만에 올리게 됐네요 ㅠ.ㅠ 맘마 만드는 아빠의 유아식 만들기 많은 관심과 사랑 부탁드립니다. ^ㅠ^  오늘 소개할 내용은 17개월 아기 초간단 소고기 취나물 유아식입니다.           바쁜 엄마 아빠들은 아기 유아식에 손이 많이 가서 요즘 배달 많이 해먹습니다. 그런데 내 아이가 먹는 것처럼 안전한 식재료로 정말 깨끗한 환경에서 만드는지 걱정이 많습니다. 아이 밥 만들고  아이 반찬 만들고 때론 아이 밥에 여러 재료를 넣고 볶음밥을 자주 만들어야 하고요. 일하는 엄마들은 정말 힘들어요ㅠ          맘마 만드는 아빠는 육수를 따로 내지 않고 아기가 맛있어 하는 초간단 유아식을 만들어 봤습니다. 그리고 아기의 영양 균형을 생각하여  적정 양을 한 번에 만들어 냉장고에 보관하여 먹을 수 있도록 만들어 봤습니다. 부족한 영양분은 간식으로 우유와 치즈 등을 주어 채워 줍니다. 저희 아이는 가끔씩 제가 만든 밥에 낫토(나또)를 함께 비벼서 먹여 줍니다.  이 시기의 아이들은 닭고기와 소고기를 매일 섭취해야 한다고 합니다. 이번에 만들 유아식은 소고기를 가지고 소고기와 함께 섭취하면 좋은 재료들을 가지고 만들어 봤습니다. ,이유식
꼬막부추전,제철맞은 꼬막으로 부추전을 만들었습니다.  ,이유식
오이사과무침,저는 첫째가 이제 유치원을 앞두고 있어서 의식적으로 둘째도 그렇고 고춧가루를 조금씩 넣어줍니다.   그래서 조금씩 접할 수 있도록  어색하지 않도록 간 보기 중인데  첫째는 언니라며 이제 매운 음식도 잘 먹는다고 스스로 이야기합니다,이유식
콩나물무밥,제철 맞은 무와 함께 콩나물밥을 했어요. 간장  매실액  참기름 넣고 비벼줬더니  더 보 거부.. 우리 꼬맹이 더 줘를 더 부라고 하더라고요. 둘 다 맛있게 먹고 등원했어요.,이유식
야채육수,아이가 중기이유식을 시작하면서 처음 만들어 본 이유식 육수예요.  마스터키를 사용해서 소고기와 닭고기 육수는 별도로 나오기 때문에 야채와 맛 좋은 표고버섯을 가득 넣어 만든 육수를 보충해주었답니다.,이유식
아보카도,중기 이유식 2단계 첫번째 식단이였던 소고기아보카도죽과 감자노른자죽 입니다.,이유식
계란토스트,자주 먹는 스크램블을 넉넉하게 만들어 식빵에 넣어 주니  아주 먹음직스럽고 든든한 한 끼 또는 간식이 된다  햄이나 베이컨  치즈를  넣어 주었다~  입맛에 맞게 치즈 더 넣어도 좋고 아보카도나 베이컨을 넉넉하게 올리면 더 먹음직스럽겠네^^ ,이유식
소고기무국,보통 때는  그냥 쇠고기 덩어리를 이용하여 끓였는데  오늘은 국거리용 절단용을 이용하였습니다. 한 번쯤은 먹어봤을 쇠고기 뭇국인데도  제 블로그에는 포스팅한 적이 없더라고요. 꼼꼼히 포스팅해놓아야겠습니다. 블로그 시작한 지 1년 반이 넘도록  쇠고기 뭇국이 한번 포스팅되어 있어서 놀라웠습니다.,이유식
소고기떡국,떡국은 언제 먹어도 맛있는데요. 소고기 한 팩을 사서 어제는 소고기 뭇국을 끓여 먹고  오늘은 소고기 떡국을 끓였습니다.    쌀쌀한 요즘 든든하게 먹기 좋고  명절뿐만 아니라  평소에도 먹으면 좋은 국 같아요. 떡이 250g 정도라서 4인이 먹기는 부족해서 만두를 몇 개 더 넣었습니다. 포스팅은 4인 기준 떡만둣국이 아니라  떡국으로 할게요.,이유식
버섯볶음,쫄깃한 식감덕에  아이반찬으로 딱 좋은 버섯굴소스볶음입니다.,이유식
홍가리비찜,홍 가리비 찜 만들기  홍 가리비 손질  홍가리비 요리  홍가리비 김치 국수 홍가리비찌는법 아이 반찬  유아 반찬  ?  홍 가리비가 요즘 제철이죠. 홍 가리비는 단풍 가리비라고도 하는데 요즘  통영이나 고성  이런 남해에서 많이 생산되나 봐요. ,이유식
배추겉절이,통배추 겉절이  버섯 굴 소스 볶음  닭 오븐구이  아이 반찬  유아 반찬  유아식 식단. 배추 요리  오븐요리  4살 식단  3살 식단입니다.  ?  김치가 먹고 싶다 하는 우리 첫째  배추김치 해줬더니 깍두기가 먹고 싶다네요   ?  그래도 둘째도 잘 먹고  김치 담기 귀찮은데 알배추로 통 겉절이로 절이지 않고 바로 만들 수 있으니 종종 해줘야겠어요. 일반 배추 말고  부드러운 알배기 배추를 이용하였습니다. ,이유식
닭다리오븐구이,직화 오븐 185도에서 30분 구워 줍니다. 껍질은 제거하고 구우면  속이 건조해지더라고요.  ?  ?   오븐으로 구울 때는  그냥 그대로 유지하되  촉촉한 구이를 위해서는  아래위로 종이 포일을 감싸고 구워 줍니다.   먹을 때 껍질을 벗기고 먹으면 촉촉한 닭다리 구이를 맛볼 수 있습니다. 특별히 다리는 살이 많다 보니  위쪽에 칼집을 꼭 넣어 주세요. 그러면 덜 익는 부분 없이 골고루 잘 익습니다. ,이유식
콩나물무침,언제나 먹어도 맛있는 콩나물 무침  저희 아이들은 어릴때 부터 콩나물 머리까지 함께 주어서 자르지 않고 먹어도 잘먹습니다.,이유식
미역배무침,언제나 잘먹는 미역  미역을 무침으로 했더니 역시 잘먹습니다.,이유식
꼬막미역국,  꼬막 미역국  처음 끓여봤는데  오 역시. 바다 맛 가득합니다. 꼬막은 소금 넣고 30분 정도 해감한 후  물에 5~7회 정도 서로 비셔서 깨끗하게 씻은 후  물을  미향 1T를 넣고 끓여줍니다. 끓을 때 생기는 불순물은 제거하여 주세요. 미역국 육수는 750mL 정도 맞추었고  다른간은 하지 않았습니다,이유식
파프리카계란찜,파프리카를 갈아서 계란찜에 넣었더니 색감은 너무 예쁜데  파프리카가 생각보다 많이 들어갔나 봐요. 파프리카 향이 조금 진했는데  색감은 너무 예뻤습니다. ,이유식
고등어조림,쌀뜬물을 이용하여   고등어의비린맛을 제거해주었습니다.,이유식
두부강정,그리고 두부강정으로 해줬더니 훨씬 잘 먹었습니다. 두부구이는 이상하게 잘 안 먹더라고요. 두부조림도  그런데 강정으로 해줬더니 둘째는 첨에는 크게 줬더니 뱉더니  잘게 잘게 잘라 줬더니 자기 거 다 먹었습니다.   아이 2  엄마 1 1회 식사량입니다.  모든 양념은 밥숟가락 기준입니다.  1숟가락은 15mL입니다. ,이유식
쪽갈비구이,쪽갈비를 소금과  스테이크 소스에 나누어서 구웠어요. 역시 고기는 사랑입니다. 아이들도 잘 먹었어요.,이유식
애호박새우젓볶음,우리 꼬맹이들  김에 고기랑 호박이랑 싸주니 잘 먹던데  막상 하나씩 먹어볼까 하니 안 먹더라고요. 김에 싸서 그래도 접시에 담아준 만큼 다 먹었습니다,이유식
김굽는법,생 김 굽기  에어프라이어 요리  김 요리  겨울 반찬  아이 반찬  5살 반찬  4살 반찬겨울 반찬  아이 반찬  5살 반찬  4살 반찬 새해 첫날 겟잇 한 에어프라이어 간편하긴 합니다.  오늘은 아침에 후다닥 김을 구웠습니다. 프라이팬에서 구워도 되지만 뒤집고 하려면 지키고 있어야 하는데 그렇게 안 하니까 편합니다. ,이유식
쌀미음,안녕하세요! 아가 이유식을 시작하게 되었어요. 보통 이유식 기구를 많이 사용하시는데 간단하게 냄비와 믹서기만을 이용해 만들 수 있는 이유식을 공유하고자 해요. 초기이유식1단계 쌀미음입니다.,이유식
사골미역떡국,1월 1일은 저는 매년 고민을 하게 되요. 우리첫째는 1월 1일이 생일이거든요. 떡국을 먹을까 미역국을 먹을까?  어린이집 엄마들과 카톡을 하다가 만든 사골 미역떡국입니다.  사골육수는 정육점에서 구입했어요. 생각보다 담백하니 괜찮더라구요.  사골이랑 잡뼈1:1로 맞추어 핏물빼고 물을 넉넉히 붓고 2시간 정도 끓여도 됩니다. ,이유식
감자미음,두번째 초기이유식은 감자미음으로 만들어보았습니다. 이유식 재료중 알레르기가 거의 없고 비타민C가 열을 가해도 파괴되지 않고  무기질이 풍부한 알칼리성 식품이랍니다.,이유식
차돌박이숙주볶음,오랜만에 차돌을 볶아 주었더니 역시 잘 먹어서 좋아요. 차돌박이 가격대가 부담스럽다면  대패삼겹으로 대체해도 좋을듯합니다.  ?  모든 양념은 밥숟가락 기준입니다.  1숟가락은 15mL입니다.   차돌박이 볶음은 성인 1  아이 2명 2회 식사량 입니다.  ,이유식
애호박미음,3번째 초기이유식 애호박미음입니다. 풋풋한 향이 너무 좋은 애호박은 레시틴이 풍부해서 두뇌 발달  기억력 향상에 좋은 음식이랍니다.,이유식
짜장떡볶이,짜장떡볶이만들기 짜장떡볶이만드는법  아이 반찬  유아 반찬  4살 반찬  5살 반찬 닭가슴살요리  ?  주말에는 정말 눈뜨면 밥 먹고 치우면 또 밥 먹게 되더라고요. 토요일 점심에 짜장 떡볶이를 만들어서 아이들과 맛있게 만들어 먹었습니다. 닭 가슴살까지 더해서  부족한 단백질도 보충해 주었습니다. ,이유식
유아식,오늘 소개할 내용은 18개월 아기 유아식입니다.   맘마 만드는 아빠표 유아식 이름은 18개월 아기 초간단 대구살 유아식으로 하겠습니다. ,이유식
단호박미음,4번째 초기이유식1단계 단호박미음입니다. 단호박은 비타민  무기질  섬유질이 풍부해서 면역력을 높이고 소화가 잘되어서 아기에게 좋은 이유식 재료랍니다.,이유식
찹쌀미음,초기에는 대부분 곡식류는 가능하나 1단계에서는 보통 쌀과 찹쌀을 자주 준다고 해요. 찹쌀은 단맛이 있어서 아기들이 좋아하지만 쌀보다는 자주 주면 안된다고 하네요^^ ,이유식
닭다리구이,에어프라이어를 이용하여 닭다리구이를 만들었어요.,이유식
양배추미음,양배추는 식이섬유가 풍부해서 변비에도 좋고 면역력에도 좋아 위와 장을 모두 튼튼하게 할 수 있는 식재료에요. 이유식을 먹고 변비가 생길 수 있는 시기에 먹이면 좋을 것 같아요.,이유식
과일펀치,우유 안 먹는 우리 꼬맹이  우유먹이기 딱 좋은 방법 중 하나가 과일 펀치입니다. 과일 화채는 차가운 느낌이지만  얼음을 넣지 않아서 아이들이 부담 없이 먹기 좋아요.,이유식
돼지사태무침,그리고 돼지 사태를 구입하였는데  생각보다 퍽퍽하지 않고  부드러워서 아이들 반찬으로 사용하기도 좋았습니다. ? 모든 양념은 밥숟가락 기준입니다. 성인 1  아이 2명 2회 식사량입니다. 1숟가락은 15mL입니다.,이유식
알감자구이,알감자조림을 하려다가  우리 꼬맹이 콩을 좋아하다 보니 땅콩도 조리고  알감자는 에어프라이어에 구웠어요..,이유식
초고추장,비율만 안다면 정만 초간단으로 만들 수 있는게 바로 이 초고추장!!  ,이유식
고구마미음,달달함과 식이섬유가 풍부해 아기들이 좋아하는 고구마미음! 여지껏 만들었던 미음중에 제일 맛있었던 것 같아요 :) 제가 고구마를 좋아해서 그런지 저희 아가도 맛나게 먹었어요!   ,이유식
생선가스,에어프라이어 요물   물론 없이도 살았지만  있으니 확실히 음식 하기 편합니다. 이제는 생필품처럼 느껴지는 에어프라이어  오늘은 생선가스를 만들었습니다 타르타르 소스도 직접 만들었어요.    생선가스는 2회 식사량입니다.  모든 양념은 밥숟가락 기준입니다.  1숟가락은 15mL입니다.  ? ,이유식
유부볶음밥,생선가스만들기 생선가스만드는법 탈타르소스만들기 유부볶음밥  아이 반찬  유아 반찬  유아식 식단  4살 식단  5살 식단  에어프라이어 요리입니다,이유식
도토리들깨수제비,아이들이 먹기엔 조금 커서 가위로 잘라주었는데  우리 첫째도 너무 잘 먹고  둘째도  떡 맛있다 하고 곧잘 먹었습니다.   도토리묵 가루로 도토리묵을 만들까 했었는데  도토리묵 가루로 수제비를 만들어도 맛있네요.  ,이유식
브로콜리미음,브로콜리는 무기질  비타민이 풍부하고 건강에도 좋은 항산화 식품이라고 알려져있죠? 아가들 초기이유식1단계 메뉴 중 하나라서 만들어봤어요. 향이 강해서 숲속에 온 맛(?) 이라 아가들이 거부 할 수 있다니 그럴 때는 양을 좀 줄여보세요.    ,이유식
이유식,아기 밥  국  반찬 따로 만드는 것보다 밥솥이유식으로 간편하게 아기밥 만들어요. ?,이유식
오이미음,오이는 95%가 수분으로 채워져있고 비타민C가 풍부해요! 그래서 면역력을 높이는데도 좋고  차가운 성질이라 열이 날 때 먹이면 좋답니다. 오이는 알레르기 반응 일으키는 아가들이 은근 있더라구요~ 식단을 짤 때 오이미음은 정말 맛없을거라고 생각했는데 어느새 오이미음까지 만들게 되었네요 :)    ,이유식
청경채미음,청경채는 칼슘이 풍부해서 성장기 아기에게 좋은 식재료라고 하네요. 치아와 골격 형성에 도움을 주고 세포조직도 튼튼하게 한답니다.    ,이유식
콩자반,지난번에 콩을 삶아서 콩자반 했는데도 식으면서 조금 딱딱해졌어요. 그래서 오늘은 생각난 김에 콩도 물에 불려 사용하였습니다.,이유식
